Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
AIF,Apollo Tactical Income Fund Inc.,12.77,$184.71M,2013,n/a,n/a,https://old.nasdaq.com/symbol/aif
AIG,"American International Group, Inc.",29.83,$25.7B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/aig
AIG.WS,"American International Group, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aig.ws
AIG^A,"American International Group, Inc.",27.27,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aig^a
AIH,Aesthetic Medical International Holdings Group Ltd.,4.63,$109.33M,2019,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/aih
AIHS,Senmiao Technology Limited,0.57,$24.71M,2018,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/aihs
AIKI,AIkido Pharma Inc.,0.6167,$21.54M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/aiki
AIM,"Hemispherx BioPharma, Inc.",2.03,$80.57M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/aim
AIMC,Altra Industrial Motion Corp.,41.27,$2.67B,2006,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aimc
AIMT,"Aimmune Therapeutics, Inc.",34.19,$2.24B,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aimt
AIN,Albany International Corporation,53.76,$1.74B,n/a,Basic Industries,Textiles,https://old.nasdaq.com/symbol/ain
AINC,Ashford Inc.,6.83,$17.15M,2014,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/ainc
AINV,Apollo Investment Corporation,9.08,$592.55M,2004,n/a,n/a,https://old.nasdaq.com/symbol/ainv
AIO,AllianzGI Artificial Intelligence & Tech Opp Fd,22.62,$776.39M,2019,n/a,n/a,https://old.nasdaq.com/symbol/aio
AIQ,Global X Artificial Intelligence & Technology ETF,24.82,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aiq
AIR,AAR Corp.,20.52,$724.43M,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/air
AIRG,"Airgain, Inc.",13.68,$132.07M,2016,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/airg
AIRI,Air Industries Group,1.14,$34.91M,n/a,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/airi
AIRR,First Trust RBA American Industrial Renaissance ETF,27.5901,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/airr
AIRT,"Air T, Inc.",11.19,$32.25M,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/airt
AIRTP,"Air T, Inc.",21.16,n/a,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/airtp
AIRTW,"Air T, Inc.",0.0401,n/a,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/airtw
AIT,"Applied Industrial Technologies, Inc.",62.99,$2.44B,n/a,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/ait
AIV,Apartment Investment and Management Company,36.68,$5.46B,1994,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aiv
AIW,Arlington Asset Investment Corp,24,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aiw
AIZ,"Assurant, Inc.",124.02,$7.4B,2004,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/aiz
AIZP,"Assurant, Inc.",120.18,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/aizp
AJG,Arthur J. Gallagher & Co.,107.35,$20.55B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/ajg
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",41.58,$3.27B,n/a,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/ajrd
AJX,Great Ajax Corp.,9.2,$210.91M,2015,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ajx
AJXA,Great Ajax Corp.,24.06,n/a,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ajxa
AKAM,"Akamai Technologies, Inc.",119.57,$19.45B,1999,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/akam
AKBA,"Akebia Therapeutics, Inc.",10,$1.43B,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akba
AKCA,"Akcea Therapeutics, Inc.",18.17,$1.85B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akca
AKER,Akers Biosciences Inc.,2.53,$22.07M,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/aker
AKO.A,Embotelladora Andina S.A.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ako.a
AKO.B,Embotelladora Andina S.A.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ako.b
AKR,Acadia Realty Trust,11.47,$989.46M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/akr
AKRO,"Akero Therapeutics, Inc.",33.33,$1.16B,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akro
AKTS,"Akoustis Technologies, Inc.",8.17,$311.01M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/akts
AKTX,Akari Therapeutics Plc,1.64,$54.87M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aktx
AKU,Akumin Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aku
AKUS,"Akouos, Inc.",24.73,$849.99M,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akus
AL,Air Lease Corporation,31.49,$3.58B,2011,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/al
AL^A,Air Lease Corporation,23.25,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/al^a
ALAC,Alberton Acquisition Corporation,10.6802,$49.3M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/alac
ALACR,Alberton Acquisition Corporation,0.28,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/alacr
ALACU,Alberton Acquisition Corporation,10.8,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/alacu
ALACW,Alberton Acquisition Corporation,0.18,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/alacw
ALB,Albemarle Corporation,99.65,$10.6B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/alb
ALBO,"Albireo Pharma, Inc.",27.83,$417.19M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/albo
ALC,Alcon Inc.,58,$28.37B,2019,Health Care,Ophthalmic Goods,https://old.nasdaq.com/symbol/alc
ALCO,"Alico, Inc.",30.22,$226.4M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/alco
ALDX,"Aldeyra Therapeutics, Inc.",6.26,$241.84M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aldx
ALE,"Allete, Inc.",54.45,$2.82B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/ale
ALEC,"Alector, Inc.",12.35,$978.89M,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/alec
ALEX,"Alexander & Baldwin, Inc.",12.4,$897.12M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/alex
ALG,"Alamo Group, Inc.",116.25,$1.38B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/alg
ALGN,"Align Technology, Inc.",324.43,$25.56B,2001,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/algn
ALGT,Allegiant Travel Company,132.56,$2.15B,2006,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/algt
ALIM,"Alimera Sciences, Inc.",5.65,$28.43M,2010,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alim
ALIN^A,Altera Infrastructure L.P.,15.9,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/alin^a
ALIN^B,Altera Infrastructure L.P.,16.61,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/alin^b
ALIN^E,Altera Infrastructure L.P.,16.49,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/alin^e
ALIT,Alight Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/alit
ALJJ,"ALJ Regional Holdings, Inc.",1.03,$43.44M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/aljj
ALK,"Alaska Air Group, Inc.",40.47,$5B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/alk
ALKS,Alkermes plc,16.59,$2.64B,1991,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alks
ALL,Allstate Corporation (The),94.59,$29.54B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/all
ALL^B,Allstate Corporation (The),26.62,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/all^b
ALL^G,Allstate Corporation (The),28.16,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/all^g
ALL^H,Allstate Corporation (The),26.99,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/all^h
ALL^I,Allstate Corporation (The),26.97,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/all^i
ALLE,Allegion plc,104.8,$9.67B,2013,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/alle
ALLK,Allakos Inc.,84.08,$4.11B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/allk
ALLO,"Allogene Therapeutics, Inc.",33.86,$4.72B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/allo
ALLT,Allot Ltd.,9.91,$343.88M,2006,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/allt
ALLY,Ally Financial Inc.,23.55,$8.8B,2014,Finance,Major Banks,https://old.nasdaq.com/symbol/ally
ALLY^A,Ally Financial Inc.,24.66,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ally^a
ALNA,"Allena Pharmaceuticals, Inc.",1.29,$48.96M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/alna
ALNY,"Alnylam Pharmaceuticals, Inc.",130.66,$15.15B,2004,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alny
ALOT,"AstroNova, Inc.",6.96,$49.86M,1983,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/alot
ALP^Q,Alabama Power Company,27.93,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/alp^q
ALPN,"Alpine Immune Sciences, Inc.",7.47,$177.67M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alpn
ALRM,"Alarm.com Holdings, Inc.",63.25,$3.1B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/alrm
ALRN,"Aileron Therapeutics, Inc.",1.19,$46.72M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alrn
ALRS,Alerus Financial Corporation,20.75,$355.25M,2019,Finance,Major Banks,https://old.nasdaq.com/symbol/alrs
ALSK,"Alaska Communications Systems Group, Inc.",2.31,$123.97M,1999,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/alsk
ALSN,"Allison Transmission Holdings, Inc.",37.19,$4.21B,2012,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/alsn
ALT,"Altimmune, Inc.",14.61,$480.84M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alt
ALTA,Altabancorp,20.57,$386.6M,2015,Finance,Major Banks,https://old.nasdaq.com/symbol/alta
ALTG,Alta Equipment Group Inc.,8.86,$261.47M,2019,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/altg
ALTG.WS,Alta Equipment Group Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/altg.ws
ALTM,Altus Midstream Company,13.83,$224.69M,2017,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/altm
ALTR,Altair Engineering Inc.,43.31,$3.17B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/altr
ALTY,Global X SuperDividend Alternatives ETF,11,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/alty
ALUS,Alussa Energy Acquisition Corp.,9.86,$354.34M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/alus
ALUS.U,Alussa Energy Acquisition Corp.,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/alus.u
ALUS.WS,Alussa Energy Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/alus.ws
ALV,"Autoliv, Inc.",79.85,$6.97B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/alv
ALVR,"AlloVir, Inc.",31.01,$2.02B,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/alvr
ALX,"Alexander&#39;s, Inc.",265.55,$1.36B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/alx
ALXN,"Alexion Pharmaceuticals, Inc.",113.82,$24.95B,1996,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alxn
ALXO,ALX Oncology Holdings Inc.,44.16,$1.63B,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alxo
ALYA,Alithya Group inc.,2,$116.16M,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/alya
AM,Antero Midstream Corporation,6.25,$2.98B,2017,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/am
AMAG,"AMAG Pharmaceuticals, Inc.",10.2,$351.69M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amag
AMAL,Amalgamated Bank,12.51,$388.43M,2018,Consumer Non-Durables,Textiles,https://old.nasdaq.com/symbol/amal
AMAT,"Applied Materials, Inc.",65.08,$59.44B,1972,Technology,Semiconductors,https://old.nasdaq.com/symbol/amat
AMBA,"Ambarella, Inc.",55.9,$1.92B,2012,Technology,Semiconductors,https://old.nasdaq.com/symbol/amba
AMBC,"Ambac Financial Group, Inc.",12.65,$579.49M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ambc
AMBC,"Ambac Financial Group, Inc.",12.65,$579.49M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ambc
AMBC.WS,"Ambac Financial Group, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ambc.ws
AMBO,Ambow Education Holding Ltd.,2.18,$47.5M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ambo
AMC,"AMC Entertainment Holdings, Inc.",7.04,$769.61M,2013,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/amc
AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,28.68,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/amca
AMCI,AMCI Acquisition Corp.,10.325,$211.02M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/amci
AMCIU,AMCI Acquisition Corp.,10.49,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/amciu
AMCIW,AMCI Acquisition Corp.,0.4949,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/amciw
AMCR,Amcor plc,11.43,$17.85B,2019,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/amcr
AMCX,AMC Networks Inc.,22.81,$1.19B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/amcx
AMD,"Advanced Micro Devices, Inc.",90.22,$105.92B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/amd
AME,"AMTEK, Inc.",103.08,$23.67B,n/a,Consumer Durables,Metal Fabrications,https://old.nasdaq.com/symbol/ame
AMED,Amedisys Inc,248.1,$8.05B,n/a,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/amed
AMEH,"Apollo Medical Holdings, Inc.",19.34,$696.97M,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/ameh
AMG,"Affiliated Managers Group, Inc.",71.06,$3.31B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/amg
AMGN,Amgen Inc.,258.12,$151.18B,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/amgn
AMH,American Homes 4 Rent,29.35,$9.28B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/amh
AMH^D,American Homes 4 Rent,25.93,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/amh^d
AMH^E,American Homes 4 Rent,25.96,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/amh^e
AMH^F,American Homes 4 Rent,26.85,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/amh^f
AMH^G,American Homes 4 Rent,26.7139,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/amh^g
AMH^H,American Homes 4 Rent,27.94,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/amh^h
AMHC,Amplitude Healthcare Acquisition Corporation,9.7,$121.25M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/amhc
AMHCU,Amplitude Healthcare Acquisition Corporation,10.254,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/amhcu
AMHCW,Amplitude Healthcare Acquisition Corporation,0.97,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/amhcw
AMK,"AssetMark Financial Holdings, Inc.",24.49,$1.77B,2019,Finance,Investment Managers,https://old.nasdaq.com/symbol/amk
AMKR,"Amkor Technology, Inc.",12.77,$3.08B,1998,Technology,Semiconductors,https://old.nasdaq.com/symbol/amkr
AMN,AMN Healthcare Services Inc,56.08,$2.64B,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/amn
AMNB,"American National Bankshares, Inc.",23.2,$254.37M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/amnb
AMOT,"Allied Motion Technologies, Inc.",44.16,$430.31M,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/amot
AMOV,"America Movil, S.A.B. de C.V.",12.1984,$53.11B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/amov
AMOV,"America Movil, S.A.B. de C.V.",12.1984,$53.11B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/amov
AMP,"AMERIPRISE FINANCIAL SERVICES, LLC",159.73,$19.21B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/amp
AMPE,"Ampio Pharmaceuticals, Inc.",0.7028,$124.07M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ampe
AMPH,"Amphastar Pharmaceuticals, Inc.",20.28,$963.01M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amph
AMPY,"MIDSTATES PETROLEUM COMPANY, INC.",1.12,$42.14M,2016,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ampy
AMRB,American River Bankshares,11,$65.32M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/amrb
AMRC,"Ameresco, Inc.",31.32,$1.49B,2010,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/amrc
AMRH,"Ameri Holdings, Inc.",1.2,$6.88M,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/amrh
AMRHW,"Ameri Holdings, Inc.",0.0463,n/a,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/amrhw
AMRK,"A-Mark Precious Metals, Inc.",24.64,$173.25M,n/a,Basic Industries,Other Specialty Stores,https://old.nasdaq.com/symbol/amrk
AMRN,Amarin Corporation plc,5.04,$1.96B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amrn
AMRS,"Amyris, Inc.",3.6,$737.03M,2010,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/amrs
AMRX,"Amneal Pharmaceuticals, Inc.",3.86,$1.16B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amrx
AMS,American Shared Hospital Services,2.09,$11.89M,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/ams
AMSC,American Superconductor Corporation,13.01,$299.69M,1991,Consumer Durables,Metal Fabrications,https://old.nasdaq.com/symbol/amsc
AMSF,"AMERISAFE, Inc.",67.1,$1.3B,2005,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/amsf
AMSWA,"American Software, Inc.",14.21,$461M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/amswa
AMT,American Tower Corporation (REIT),256.5,$113.78B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/amt
AMTB,Amerant Bancorp Inc.,13.15,$554.4M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/amtb
AMTBB,Amerant Bancorp Inc.,8.91,$375.64M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/amtbb
AMTD,TD Ameritrade Holding Corporation,38.87,$21.03B,1997,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/amtd
AMTI,Applied Molecular Transport Inc.,25.73,$896.71M,2020,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amti
AMTX,"Aemetis, Inc",2.28,$47.82M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/amtx
AMWD,American Woodmark Corporation,88.48,$1.5B,1986,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/amwd
AMX,"America Movil, S.A.B. de C.V.",12.27,$53.42B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/amx
AMYT,Amryt Pharma plc,11,$348.7M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amyt
AMZN,"Amazon.com, Inc.",3531.45,$1768.87B,1997,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/amzn
AN,"AutoNation, Inc.",58.48,$5.1B,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/an
ANAB,"AnaptysBio, Inc.",17.07,$466.07M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/anab
ANAT,"American National Group, Inc.",74.94,$2.01B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/anat
ANCN,Anchiano Therapeutics Ltd.,1.0151,$7.53M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ancn
ANDA,Andina Acquisition Corp. III,10.28,$98.6M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/anda
ANDAR,Andina Acquisition Corp. III,0.35,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/andar
ANDAU,Andina Acquisition Corp. III,10.81,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/andau
ANDAW,Andina Acquisition Corp. III,0.3149,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/andaw
ANDE,"The Andersons, Inc.",17.81,$587.73M,n/a,Consumer Services,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/ande
